Key,Value,,Key,Metric
a379-d579-458c-81ae-6df26,0.21,,5d2d-1fcf-4936-8cd2-d5094,0.04
dffb-97f1-4b2d-9e3f-08de5,0.13,,c51f-efa2-43f7-8955-6b513,0.04
f270-18c2-4e21-8589-0e03f,0.16,,c51f-efa2-43f7-8955-6b513,0.04
0ad6-e5af-4d8a-a7e4-99c6d,0.07,,1ab6-1b8a-4bc9-a3bc-03114,0.04
0b27-909b-4610-94c9-146b8,0.16,,a95e-ee10-4716-a360-24b7e,0.04
0d79-b239-4edb-873e-5a85f,0.14,,7ada-82fc-48d3-ab7a-8ede5,0.04
1100-227b-49c9-87db-2a72f,0.03,,c4f6-6dc2-494a-9998-67044,0.04
1f88-d077-4152-a2a3-8efd1,0.13,,f231-c1f2-4b0a-a70f-9f0ee,0.04
749d-9386-44b8-9924-f4092,0.08,,c676-6093-46ff-8c3a-edc93,0.04
7ba9-5ff1-4d27-b38f-ad78c,0.21,,514b-0931-4c43-a00d-a25fc,0.04
7cbe-bd84-48aa-b6a6-8d19b,0.21,,bbf5-acf9-4fbe-9ae7-fbea3,0.04
8cc8-7c7a-4f8f-82ec-68270,0.23,,b379-8320-4229-95d9-326d5,0.04
9455-326f-4f2c-99fe-bb5b9,0.11,,3c8a-2655-467c-b12a-b3bab,0.04
9e31-2e66-4ca9-a5f9-9c1f0,0.09,,f42d-f3ca-4854-a84b-65d31,0.04
c93b-8bd2-43cc-b156-1ac87,0.26,,c43e-d876-4a94-a857-cf43d,0.04
e4de-0427-41a4-8877-526a2,0.23,,4bc7-0ebd-4d0e-b329-c9c66,0.04
e7b6-7772-4464-879d-51689,0.21,,b4d7-3d1e-4c50-b52b-a4188,0.04
f666-8c22-4582-b950-da549,0.3,,08fa-503a-4b8c-b960-90b81,0.04
fe04-e835-438d-936e-0c708,0.14,,01bd-a972-40c0-97c3-597ba,0.04
07b7-8828-401d-9389-f150a,0.11,,e145-dc77-4217-8c6b-ec8b9,0.04
14b8-063f-4f96-bbbc-e6dac,0.26,,2598-fd3c-4feb-b294-c05c7,0.04
1f03-c495-4241-8de0-6e59a,0.15,,f56b-323d-42fd-8eb8-e5e3e,0.04
40f6-7e39-4cbd-916b-5a3c4,0.41,,71db-a52c-42a4-91d1-f2640,0.04
81fc-f372-4f51-9d2b-9f556,0.16,,d797-1ffb-48e0-8f24-57da5,0.04
9f91-422f-482f-a413-63c56,0.33,,75a2-6ef6-407e-ab0d-9f4d2,0.04
aa7b-f000-440d-8059-91f27,0.1,,bc9b-e166-45cc-82ea-1840c,0.04
b352-fd96-4f9f-bb06-d06c1,0.15,,1de4-08f0-4bc8-8035-6cf94,0.04
b3fc-b3c6-460e-a1f0-6123c,0.29,,e75e-f4e9-4095-b1d7-8c938,0.04
f259-382c-438d-a6e8-81bc7,0.3,,4cb1-b00a-4d2d-8ad7-969cf,0.04
fedc-7ff3-4323-aa50-deaed,0.18,,cd4d-fa61-45fa-bcd9-1ecc4,0.04
140f-60a2-4d42-851b-d08b5,0.2,,424e-53fa-42f2-a170-5a7c8,0.04
2109-9b84-4847-8e90-f7f8c,0.25,,2220-d442-4bdd-97c8-1787e,0.04
3b79-673d-43a9-afd7-70d95,0.04,,7dda-0b8d-4194-95fc-3b7a5,0.04
55f8-1dcb-49dd-bfda-c3e3f,0.24,,fd81-4d62-4000-9eb8-83457,0.04
6862-56e3-4005-921a-455b4,0.18,,c2bc-74f9-423a-b2ca-06761,0.04
6e1e-b91b-4759-8e67-a0b3a,0.3,,7af4-3aa2-4467-a139-1956b,0.04
83b6-e3cf-4714-abe1-cef08,0.14,,9017-b477-47cd-84ed-dc5cc,0.04
9725-5381-4bfb-80db-d8406,0.11,,1764-2cd3-4a47-997b-18655,0.04
9b34-9ffb-4489-b59a-578e5,0.16,,cb11-c7c5-46a8-a041-ed8a3,0.04
9c60-46e6-4e1c-ad3f-0e7e9,0.08,,5d3a-50ab-4593-bb05-6cbab,0.04
a1be-9aa8-4963-b20d-6bbc0,0.12,,ff2a-11d8-4155-bf19-d934a,0.04
d1ac-0100-4083-9cb7-f2cab,0.22,,2dcf-2811-4694-8edf-45a8d,0.04
d479-6f88-4830-896f-247a0,0.2,,5e40-925a-450b-b64a-86a04,0.04
e32f-3221-4ee2-adf3-b0b93,0.39,,3f72-a6cf-45d2-bb95-72f5b,0.04
f1dd-c468-4f93-8449-c2d9c,0.32,,914e-3839-464d-a7c4-50753,0.04
f767-7f62-45eb-a095-f7657,0.05,,7a7b-129b-47d6-a87f-6f2ff,0.04
0c56-8be1-428c-ab59-94adb,0.09,,ffc1-c30f-4fc7-b4c5-e7585,0.04
32b6-9986-4d80-87d2-0accc,0.15,,de6f-fea4-46c3-9a7b-263c1,0.04
55eb-b63a-40f9-880c-4b0bf,0.47,,a2d0-2835-42bd-8da1-e814d,0.04
6cfb-84bf-436c-b66e-0cc63,0.38,,38b5-ddab-4f55-8c15-c51ee,0.04
80d8-4252-4073-ac71-f3ee6,0.12,,c489-fd4b-4710-9ccc-8735f,0.04
af3e-8271-4d94-95d4-fcad0,0.18,,784c-8cb6-4beb-8df9-2eb88,0.04
b32a-1832-4624-be96-4dacf,0.14,,1860-577b-4c20-ae00-67882,0.04
c387-195d-4f47-98f6-5c4d7,0.25,,5c46-f626-4d45-b5cc-27b65,0.04
d979-5b60-4be3-90fe-79f05,0.23,,1b6c-f075-4395-804a-5795c,0.04
dbcf-11fe-44ee-90c7-79ccc,0.13,,9fe4-73d9-4684-9f0f-8fc5f,0.04
e44d-aed0-4c5c-8da1-82fe7,0.13,,cd05-164e-42ac-a713-236d1,0.04
e58e-774b-474d-a2de-cb3e3,0.2,,37cb-de7d-49f4-bd1f-1f06c,0.04
ed52-423a-437e-9bd7-4fcb9,0.17,,3c57-8e1b-49f8-b686-1d6d1,0.04
f6b1-e63f-40b6-9403-9364a,0.09,,95da-5483-457a-8bf2-4ce55,0.04
03a1-a3ea-4606-abbf-0d5f1,0.48,,3869-dba1-4179-95e3-9b88b,0.04
0523-d7e5-43c2-81fe-eeef2,0.29,,8cff-d9be-4696-bbf1-f857c,0.04
1cfe-ab81-400b-89f2-09834,0.16,,8cff-d9be-4696-bbf1-f857c,0.04
2862-bee9-4dc4-b1ce-dd70e,0.22,,f9e5-69a9-499f-b6c7-4956c,0.04
3392-74c1-4c69-9964-2cf6f,0.17,,f9e5-69a9-499f-b6c7-4956c,0.04
5038-ad8c-4ee9-97b8-ed7f0,0.09,,1d5c-0d54-49bf-93f2-1ae81,0.04
791e-e22c-4e05-b168-9ec06,0.13,,21c7-a8ab-4a24-b7b3-43bfb,0.04
9f7f-fa4a-4c2f-b8fe-c5990,0.12,,02eb-7654-477e-a867-5245e,0.04
cc3e-ada1-4c8c-a3db-e1088,0.23,,212e-fb67-483e-a5fa-20db6,0.04
d854-6496-4c5e-be21-e732a,0.17,,53b1-2a89-4c5c-9449-2aef8,0.04
e5a7-ef40-40ad-b618-654b1,0.35,,97da-15ff-4e6e-9113-49fdc,0.04
0240-2bde-45d0-a52c-2e20b,0.1,,9cc5-1c72-4249-af00-f2a4e,0.04
11c9-1ce5-41de-86e8-0d46a,0.12,,33b0-df4b-4f15-94ab-54bb6,0.04
1e0e-b0cc-4727-9d8f-77cac,0.23,,7de6-4bcb-40ef-a9ef-d6b56,0.04
22dc-a860-4fe8-ada4-f06d6,0.23,,7de6-4bcb-40ef-a9ef-d6b56,0.04
4715-6201-4202-8272-e3c6f,0.4,,93c2-fff3-4cf8-9583-ba0f1,0.04
4ff8-6faf-4d10-8264-8cd1a,0.06,,93c2-fff3-4cf8-9583-ba0f1,0.04
5c85-cf2f-4de2-bf29-9b9ac,0.25,,3f09-cd3b-4055-96d3-b290d,0.04
a5fc-79b6-49bc-a583-06e90,0.15,,7411-4bd0-4430-bb48-ad747,0.04
c2fd-c228-4bd3-9682-043fa,0.19,,cd69-6088-453b-99d3-f5a3c,0.04
d15f-975c-459a-8137-75acd,0.17,,f082-9465-4f15-ab39-7310e,0.04
d2cd-5552-48d3-8462-f5006,0.23,,2040-934b-4ddd-9884-7e701,0.04
e371-713e-4802-9d18-a9ddc,0.3,,8f9b-0342-48c9-9587-4f3c3,0.04
ed9b-c6ff-4e23-83ab-b949c,0.17,,7419-ceaa-43d7-ac4a-40711,0.04
1462-9934-414d-a5d6-a14ab,0.13,,a611-dde7-456f-93a0-a9f8f,0.04
1e8d-85c2-4203-988e-a8ed6,0.18,,2ee2-0117-40b9-b8c7-359c8,0.04
43a3-0b97-410b-8771-b66f1,0.06,,04c7-d685-4eba-95de-fcae3,0.04
45c9-754a-4c79-95e4-1fb9c,0.09,,527b-cb2c-4db7-8dfc-047c1,0.04
5404-49e0-4c10-a10c-cfcbf,0.26,,30f1-3830-4719-9c33-486c1,0.04
692c-73ec-4111-a5cc-1945f,0.11,,86b0-6a7b-44c3-b757-f2864,0.04
7434-ea53-4e7c-9455-94512,0.12,,647a-e4ae-4d67-bc4e-f5cd1,0.04
8c68-0d6c-43c4-b2ac-a08e6,0.21,,40cf-c20f-4524-84d7-62e88,0.04
979a-da51-41d4-9d02-1fca5,0.11,,58a1-c9a8-4b75-b0eb-78fca,0.04
b2a7-3449-4e0e-b165-51fd0,0.18,,6d82-800b-46ea-9fc6-7fc19,0.04
d02b-6698-4e60-a992-06f47,0.16,,3715-69ea-4cef-a6bd-ac9fc,0.04
e13f-8a3d-441e-a535-88464,0.21,,3fd3-0354-48f5-8a50-8059f,0.04
e5d1-ebe5-4d67-9296-1f55d,0.28,,40f4-6b41-4525-b60a-8d10b,0.04
ea7d-8ba8-45c2-856a-67444,0.35,,b332-e017-47a5-84ac-e45d4,0.04
fcf7-5c0e-43ea-bf8b-dfd8d,0.3,,5d45-dc46-430c-b975-a0e75,0.04
08ae-8324-454a-96d7-d532a,0.23,,898e-00c1-4824-a808-dcf1e,0.04
1619-ea6c-4338-87b1-25ecf,0.24,,db09-5cf8-4fc3-9166-c3702,0.04
2616-0ac7-4eaa-a279-abcca,0.41,,a4d8-2112-4787-bcc5-d5a69,0.04
3cc2-ab78-43c5-b963-8b223,0.3,,c087-dc21-42f6-a752-401e9,0.04
40fb-36d0-4420-8778-808a0,0.24,,410a-e545-46c9-aa3f-fe121,0.04
41e7-c2a2-4800-87f0-e0e27,0.48,,cd2a-71ad-4d89-89c8-4e342,0.04
4259-2c53-4895-bd2f-38489,0.43,,7c27-a58e-4009-9f6a-93ee8,0.04
4d69-de38-4cce-84e2-9b99b,0.4,,46f3-f745-48f1-b09f-8f172,0.04
4f76-a7cb-4191-9c56-54de9,0.26,,715c-d3f9-4cf1-a7ce-51de9,0.04
9785-41a1-4f0f-9525-f75a6,0.01,,19ae-2fb2-41cf-8488-cd529,0.04
a6b9-3ddc-4fa2-b689-58e8e,0.1,,3900-19cf-4a1f-a51d-cd981,0.04
c55b-a3b8-4544-9787-90682,0.08,,02ce-ea33-4974-b395-d48d2,0.04
e110-74db-4710-8517-cca7d,0.25,,dec7-553f-4849-be4a-76f16,0.04
e3bb-8d02-445d-9358-2b55e,0.12,,94c4-5703-4aeb-8a38-39aec,0.04
e4c7-2c2b-4132-aa0f-93ca7,0.4,,b205-ba5f-4958-8896-68681,0.04
f6ab-f46d-4030-b7eb-808b5,0.14,,d570-e16c-4fb0-a6eb-7f3d5,0.04
04b1-fdbb-4f89-9855-d91c3,0.18,,dfdf-8f9e-42de-9156-4f27d,0.04
14de-fe85-457e-9131-c5719,0.02,,4b1e-bdbf-41f7-bdf4-816df,0.04
176d-6a4d-4584-9f61-69912,0.12,,1f0c-be35-4dab-a439-2323a,0.04
2688-e84c-45ab-ac7d-6fc92,0.3,,a493-9694-4de3-b09c-501bb,0.04
5997-4e3c-4205-9447-8a204,0.29,,3d09-9b28-4fe1-9318-8f4f4,0.04
636d-f322-40a0-aa2f-e2fc5,0.15,,0d0b-89f6-4afb-90a3-37006,0.04
7f00-c1b9-433e-9785-e6d30,0.12,,0d0b-89f6-4afb-90a3-37006,0.04
867c-69ea-4bfa-9492-c9ed7,0.33,,fbbf-4e7c-4e31-8fe8-c12e1,0.04
a539-7943-4bc3-8a7f-a97b2,0.21,,fbbf-4e7c-4e31-8fe8-c12e1,0.04
b31e-b826-49e8-84b3-f7340,0.18,,b31d-b355-49e0-91e6-3346f,0.04
b96a-f324-4ae3-8d2d-6f8b9,0.49,,0f78-b7e2-4ffd-86b5-41143,0.04
c8cd-7c0a-462e-9610-a6ad3,0.15,,ae35-3b19-469a-9c3d-c7787,0.04
d716-8d33-4b99-ba0c-705a3,0.21,,7217-cf4e-42dd-983c-80016,0.04
da58-1d93-4f51-b7c1-f53c4,0.21,,3ac5-53bc-4389-90fa-21825,0.04
eb7e-44b3-4f3e-acf8-fce83,0.16,,4ab8-cf2c-47c9-94ee-1a06d,0.04
f57b-e53c-488c-b664-1de7a,0.22,,32f7-fc34-48f4-9929-27afc,0.04
1bdb-1435-40f6-82d5-bd5a0,0.24,,0052-9721-4e33-8c38-50d2e,0.04
23f4-f543-4f9f-b6de-09c2e,0.14,,8c39-7153-4eb9-a4c1-166fd,0.04
3c74-4ff9-4b44-8573-aa918,0.16,,44ae-88eb-4bf7-88b7-346f4,0.04
73e0-50ea-4468-912b-b052b,0.23,,3547-1186-4856-897b-1f141,0.04
7750-25e0-4af2-8caa-ad523,0.74,,4429-6b5a-4091-a843-0dec7,0.04
8236-dd8d-48f5-8629-52029,0.29,,4482-f5ea-4890-ba7a-f720f,0.04
8503-927a-4beb-86d1-05d02,0.1,,898f-24f6-4486-99fa-52a35,0.04
bb07-d768-416c-839e-6faed,0.23,,0f81-dc3e-4c1e-811b-9dc5d,0.04
c51c-235d-40e9-b9d8-67522,0.36,,2a88-041c-4df0-8d18-710ae,0.04
e69c-f549-4f91-9355-9b13e,0.18,,8690-fb73-4e18-92d7-1f650,0.04
ec1b-44bb-450e-8066-f8428,0.21,,1ccd-84bf-4dd3-bdb9-759e7,0.04
f4c2-6328-49ce-b66d-1f0e8,0.09,,4750-efa9-4401-a8e8-e218f,0.04
0475-e47d-4311-b19e-54a28,0.09,,d4bf-86c8-493a-96d8-bb51c,0.04
2e17-aabf-4b5f-9f73-527f6,0.22,,dbcf-f0e1-4a59-b57e-702f1,0.04
4010-d529-492c-a476-e77ec,0.26,,1928-ab3f-4189-af16-a968e,0.04
4700-9aa2-43ea-8e26-17713,0.49,,a534-a7c8-4a1c-9d12-60a73,0.04
6900-b6b5-440a-8851-214f1,0.12,,75ec-d1a1-48a8-a99f-7b9ea,0.04
7935-e6f2-4ce0-9e20-e16ff,0.24,,4b49-e1c5-4757-b5c2-d2340,0.04
9c21-8546-4765-a486-43b1c,0.28,,b06e-0633-478f-895a-8fc5f,0.04
a05e-3a2b-4fc8-941e-d8afe,0.12,,3746-9185-434c-8f8c-8dbd8,0.04
b94a-c54a-4c9c-a4d7-807c5,0.08,,d064-1dcc-4061-af8a-6094b,0.04
b991-1754-4e8c-90b5-b6dc8,0.77,,a5cd-d365-4645-952e-01fc6,0.05
bfd5-c14e-4f40-a68b-391b6,0.19,,a41f-8b14-4c3e-945d-999f0,0.05
dab5-23d1-4920-a832-04387,0.3,,610b-dcbc-432b-a964-c93ea,0.05
e220-d4ba-4ba7-bae4-1ec4f,0.28,,da3f-6b43-49ab-8218-27425,0.05
f13c-f8bd-4bcb-8aac-d4b75,0.24,,0969-8c1c-4d73-baaa-8d188,0.05
135d-d7c8-4374-bc77-45cae,0.12,,7791-88e7-4c40-b286-58127,0.05
2bed-722e-4c2d-b488-184b7,0.25,,e7d0-01ce-492a-a13e-e2d26,0.05
30da-462f-4f04-b41e-8f441,0.16,,f930-b6ff-4bfc-9ea0-0614d,0.05
4088-22a0-4253-b3ca-07172,0.4,,db30-572f-4821-9352-02a49,0.05
4dcb-9a12-4a0a-b1c3-d03b0,0.2,,a8a0-08c4-49e0-ba8b-fb3f7,0.05
562d-f82f-4ca8-94e5-fb069,0.1,,f857-4de7-4c7c-b231-14704,0.05
5994-31b8-4250-9bd0-8ec40,0.44,,a159-ca7b-4622-a153-2e512,0.05
5a7e-600c-4d95-bac8-1f19b,0.06,,ba96-4383-4db6-89a8-e89e0,0.05
5eab-3ec2-4068-9480-77423,0.21,,1340-0cf4-4c0d-9abb-098e4,0.05
64b3-dece-49c6-aeee-05ae5,0.19,,9341-0c30-4720-ac79-0fa5b,0.05
6d7b-1c0c-4328-859c-923fb,0.05,,09a8-4336-4df7-abae-7b864,0.05
710f-4bf4-4f71-b3cb-6e9ca,0.32,,3c67-90f6-4da6-a07d-fa623,0.05
8a8c-153c-490f-8cd2-8d0cf,0.25,,2c21-2871-42c3-a202-1cd56,0.05
a0ce-4662-4bfb-a572-d02e7,0.21,,1f6e-4081-43f8-8c89-d6851,0.05
a1ca-7675-4e05-af5d-7ba05,0.35,,f7b8-1101-4756-90f1-09db8,0.05
a527-002f-402e-bc50-6adaa,0.24,,94cb-969c-4dba-9926-64e2a,0.05
ca90-fa46-47ee-b34d-8beee,0.15,,6a57-5d62-4e16-8443-73250,0.05
e946-470e-4b38-b25d-16f16,0.35,,b1fa-06d6-41fc-9ee9-a87a0,0.05
fe81-4a57-4af0-9d98-66f5e,0.21,,a52c-d1fa-4a11-9eea-81918,0.05
0858-fadc-4083-af3b-fe6e4,0.17,,21e1-ac3b-4848-83fa-61511,0.05
0a22-dce4-468b-824b-c7af8,0.06,,a425-7fee-49df-ba8f-6aa00,0.05
537d-2da9-46d6-857a-194d7,0.18,,2896-d7a1-4b53-9f5d-d65ac,0.05
5e11-4a9d-4f4f-b946-2d3ca,0.41,,748e-3a11-4dfd-bcc8-a5629,0.05
6e57-a18f-4958-a707-1198a,0.2,,e42a-9180-4bb3-b1dd-a3ecc,0.05
7257-fc83-4d6b-9d11-b53bd,0.16,,8164-afc4-44a3-8cbb-949a6,0.05
8b48-b484-484c-8698-ca46f,0.26,,9c77-bac5-462f-a9a6-d9292,0.05
9480-e32a-4d79-aad8-0233f,0.28,,480e-32bd-4ddd-8cbc-8e35b,0.05
a248-288a-4885-a7f6-30c5a,0.49,,c0d7-3e40-41b6-92ea-66671,0.05
a9cd-6a6a-4fc1-a0ed-ac137,0.37,,e857-0788-4f76-9232-557cb,0.05
b445-ee24-4599-abe5-d584e,0.21,,9552-a090-4fd7-ba53-11f5e,0.05
c218-30bb-4edc-a35a-3f08b,0.28,,b58a-0f43-4534-85e3-7de2f,0.05
ca31-445e-47a2-a7cd-34f03,0.07,,4851-7709-4df0-a2a9-d5743,0.05
d12d-55f2-4542-a6fb-f75f9,0.29,,8f6f-5d58-4f41-8fa4-18542,0.05
f50e-b6c8-4223-aa5c-da916,0.21,,5893-347e-4520-9a52-f0b2d,0.05
f575-48d1-4988-8155-14f46,0.16,,820d-20be-4d0c-b07a-08d83,0.05
1ae1-e7d7-45cc-95c7-f29ad,0.26,,2a43-41e7-4071-bcec-28b09,0.05
3f1a-2424-46c0-90ce-9da74,0.2,,4455-c2b5-4fc9-b7ab-8e45d,0.05
40a3-9cb3-41c5-8725-68ac5,0.23,,035c-fc5b-4499-89cc-b9728,0.05
8d15-a045-42aa-92db-ac8d3,0.16,,3f91-793e-47a6-a52c-155d6,0.05
b131-b68e-42cb-a6f8-a8b7b,0.11,,d3aa-1cd7-4ab2-85af-f4af1,0.05
bea3-9554-490b-9838-5f8c6,0.21,,756b-2f1d-42a5-88ed-1f857,0.05
c83c-49ad-416a-bc0f-69575,0.3,,a32b-45ff-4d10-ac36-98bce,0.05
d974-a29e-4484-b3b6-1f745,0.01,,2d2d-879e-4701-8ac0-8e979,0.05
e116-e86c-4eb1-8b78-76a82,0.12,,e5ee-2c4f-4ad1-8e9c-0adf5,0.05
0b68-ffab-471c-a570-d8db8,0.1,,c3c4-e3ce-41ec-89ea-6f8fb,0.05
2b94-78d7-4ede-be8b-63506,0.23,,692a-f3c7-47c3-b554-5d78c,0.05
2e4c-aee4-4446-94bf-94eb7,0.23,,6aa2-ebbb-4570-8e8a-290d6,0.05
43be-5494-45df-a0a7-d058c,0.15,,f687-853c-4663-b4a5-4f978,0.05
578c-66b5-4447-99d8-84911,0.19,,c386-0a1c-4a8c-9b3c-5e2c5,0.05
5fd2-52fe-429b-96bc-950d9,0.26,,9f02-6ced-4c29-bfaf-a9c6d,0.05
607d-31a7-4a29-844a-ecce9,0.19,,2b3c-0a45-4f71-8bf1-ddd24,0.05
790d-8a4b-4c30-ab70-ce943,0.21,,c865-3fbb-4758-8db1-67777,0.05
c619-6eda-4c0b-836c-57892,0.06,,34d3-6904-4816-a41f-96ba8,0.05
e0cc-3bfd-483e-877e-97375,0.17,,3f64-8df5-4805-9b54-eab45,0.05
e605-b468-477b-8172-d2c36,0.06,,8950-9d20-4fed-b41d-da0eb,0.05
ed97-e6a3-42a5-8161-c5483,0.29,,b278-4770-4465-8752-a344f,0.05
f0a4-6ea5-4b21-911a-8a2ff,0.25,,00b5-d672-4dce-916f-05ffc,0.05
f4ec-1552-418f-aaba-f0419,0.31,,65d4-fae9-48a2-b6f3-5dbab,0.05
01e7-c9f7-47b6-92eb-ea75e,0.29,,bcf1-668e-4b76-905f-dfe8c,0.05
2f3f-f1fb-43c3-9384-54f0c,0.29,,2c2b-3a07-415b-80f0-71784,0.05
303b-9a42-44f8-8d1c-156a0,0.32,,056d-3e82-479a-814f-4651d,0.05
32e6-d5aa-4af6-9b47-7142c,0.1,,0a76-bbc8-4337-abd7-24966,0.05
3c30-53c9-4b58-91c9-429bf,0.36,,12eb-3cf0-4054-b261-fa7e3,0.05
4026-7c81-413d-822a-d2d90,0.18,,50a1-bb50-41b0-9377-bae75,0.05
4b4b-b995-4b43-a2ef-32049,0.2,,b996-d021-4dd0-80a2-4405b,0.05
4eba-ae39-498b-889d-59e2a,0.38,,6a65-b451-4e7e-a90c-f0da6,0.05
562c-aedb-4172-a683-efbd6,0.35,,f468-7dff-4388-a795-c1bc6,0.05
6b53-3bde-4c0c-ba44-81e5d,0.3,,8695-eccc-44f6-8698-f163f,0.05
87e1-d870-4bf0-90b5-1e64f,0.28,,d3fb-ef63-4ee4-bae1-3afa8,0.05
998a-d47e-4563-95f5-59e8d,0.08,,619c-721e-4f45-93de-81092,0.05
1d3b-d60b-467b-b03a-a5541,0.1,,fa7b-d4c5-415f-b846-71d46,0.05
284b-eea5-4143-8c62-ff924,0.08,,2fc8-e7e9-4fca-8b98-62c12,0.05
5eee-890c-44c6-ad91-2f123,0.17,,7574-a50c-47fe-89e1-e78e7,0.05
606f-c511-4f9b-94e5-eae4a,0.24,,39fb-1c70-41e5-93b9-a21f5,0.05
6a7b-807a-492c-b4e6-aa37e,0.17,,87b6-c72d-49d7-967f-e0c45,0.05
75cb-3f36-49aa-978f-ce724,0.29,,ceeb-118c-4ee3-be83-b3efa,0.05
8438-91d7-4347-a851-6f41f,0.18,,ceeb-118c-4ee3-be83-b3efa,0.05
8a63-c318-46b1-a2b4-31a32,0.12,,eedf-b289-4498-963d-db710,0.05
9537-77cb-4da0-ac8b-c1d13,0.17,,eedf-b289-4498-963d-db710,0.05
984d-226c-4fdd-a0fe-135ba,0.11,,f217-763d-487b-bc09-e9aa2,0.05
9fd2-3da3-4512-8223-ebdaf,0.23,,d649-faa5-4100-86e3-b4dca,0.05
f9ef-7f9a-47ad-889e-d6a39,0.2,,636f-e3d5-4520-9216-e89b7,0.05
02dd-e97f-4914-b876-e8526,0.22,,3b98-23dc-4431-b74b-59a2f,0.05
030e-4798-4db9-a3f0-12235,0.15,,f965-b61c-422e-8f7a-ff5a6,0.05
38f9-a82f-4642-8519-9791a,0.13,,b8cc-4aef-46d6-9172-96e45,0.05
5c13-8623-4986-a18c-9fb8b,0.06,,7d3f-785c-4a56-872f-eefb3,0.05
854a-ed6f-47ad-947f-4e67a,0.15,,4999-9a5a-4941-b800-b96b6,0.05
92bb-75b9-4f36-bbbf-e091c,0.07,,3010-013d-43b6-8e52-3e575,0.05
9a90-45ee-4a73-a184-38e3d,0.08,,ebc2-931b-46b1-8667-d8046,0.05
a057-4035-4cd2-9cdd-0aa2d,0.04,,3663-0b87-488c-8bff-f2fb8,0.05
a259-39e8-4917-9b6f-1abb8,0.1,,e561-25f8-4902-9404-f1a44,0.05
adc5-2e6c-4571-a0e8-a65d0,0.2,,8ed1-f276-4ad7-b61c-d1550,0.05
af5b-487d-40e7-9377-b6b90,0.21,,4559-bece-46bb-beb5-f69af,0.05
b1db-47c7-4be9-97e3-e2034,0.41,,f9ae-7d7a-4fdc-b42b-1761c,0.05
d189-2d31-4065-b431-1aa6a,0.19,,c9de-7248-4b30-97da-92cde,0.05
e1aa-e9c4-4f1d-89e0-678fb,0.23,,d15c-0fbd-4979-b208-6a506,0.05
e71a-3dc1-4474-a812-72604,0.08,,6472-2f9c-452d-a39f-a1245,0.05
0101-405b-4017-9e2a-b1e47,0.09,,b6c6-88e7-4841-8d00-5b18d,0.05
1263-6cdc-4ba3-9c42-65da8,0.56,,06bd-5331-4596-b6e7-ed6e1,0.05
2e32-6bc2-46c5-99b7-a0e8e,0.13,,6472-3f16-4442-9270-e0550,0.05
3d5a-746a-4554-aa32-73dea,0.37,,1ed6-3eec-4c6e-9f7e-46492,0.05
513e-f3d7-4486-bca5-a22af,0.67,,8de2-5e7f-4eee-b4e7-eb0f0,0.05
5d15-1ef1-4f16-93d4-082b2,0.04,,9a85-68c1-4259-a12b-9f57f,0.05
8744-026a-4760-8b48-b24f6,0.23,,41a9-902d-41b1-9fdb-19e4d,0.05
917a-a013-405d-8bd0-18fea,0.18,,810e-13b6-4186-ba23-5eeb5,0.05
939d-ce04-422c-835c-a7a15,0.1,,35d2-b375-459e-bf0d-e5ed3,0.05
a3f9-d270-4e1c-9bce-291e9,0.21,,5eeb-3bf7-4a7d-bd0f-19057,0.05
a4c8-52e8-45f0-a47c-59b6c,0.06,,8e73-1df7-4ada-959b-be48d,0.05
b281-c91e-42e5-930d-f6397,0.23,,5c27-9d01-41ef-a6e6-815fc,0.05
e2e2-8902-48fa-843e-14f90,0.32,,141a-e414-4529-8288-54953,0.05
f52f-57eb-4a43-851d-1ce70,0.07,,a227-0b37-4ecb-997e-cf389,0.05
0362-2de7-4c27-a627-86766,0.13,,98f5-e7ac-4777-aba5-7b268,0.05
24fd-f9f7-4975-a29f-69a0e,0.25,,cb02-305e-4e21-b344-69ae6,0.05
2c81-375f-4745-8354-db9b2,0.24,,2838-05cc-4072-937b-194d5,0.05
3f46-87ab-4bd0-a175-5d386,0.14,,8300-1d2d-4642-8747-5dd39,0.05
5550-fc09-4958-8c86-ec91e,0.09,,bd4c-82d1-4731-9466-e37f0,0.05
8c53-3b99-4bfb-aded-b6523,0.45,,8c5d-3dc2-4447-b898-67455,0.05
a235-0314-4c7e-9c43-97586,0.07,,eaa7-abf5-4079-9948-0b1e7,0.05
abb1-6ae7-4254-afe4-558c8,0.19,,5ed6-af33-43e1-ab0c-f4027,0.05
b4e3-a68a-469b-8c72-e0dc1,0.32,,67c9-cf5c-4305-84f7-b290b,0.05
b540-5619-49ee-8b88-c7c0e,0.26,,a5aa-91c9-4e50-9397-af523,0.05
e71e-9ae1-4d41-969f-40fa1,0.25,,d9d6-6e69-4144-a423-68eaa,0.05
f6d7-1db0-474d-aa17-86167,0.25,,ec7e-adc3-44d7-9d8e-2e3d1,0.05
02f6-85c6-4d79-aea5-5786f,0.12,,6e33-1cb9-4147-9540-ee5ea,0.05
04b7-7af1-4e43-83ae-624c2,0.16,,0c81-5f73-4b36-be3d-e3ccf,0.05
1dde-14a0-40b8-a13b-99539,0.07,,c90c-18a1-4edb-8401-6b9b2,0.05
4074-f8d4-4486-8171-e3d66,0.18,,4bca-f420-410f-a3a9-7ce3c,0.05
